City_ID,City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
326,326,Manta,EC,-0.95,-80.7333,73.11,81,100,13.27,overcast clouds
327,327,Najran,SA,17.4924,44.1277,93.85,8,54,13.62,broken clouds
328,328,Sao Felix Do Xingu,BR,-6.6447,-51.995,96.4,37,10,3.78,clear sky
329,329,Isiro,CD,2.7739,27.616,76.08,75,100,2.53,overcast clouds
330,330,Portland,US,45.5234,-122.6762,68.41,73,1,1.01,clear sky
331,331,Brae,GB,60.3964,-1.353,58.91,82,100,8.41,overcast clouds
332,332,Aljezur,PT,37.3191,-8.8033,75.16,69,97,10.18,overcast clouds
333,333,Miri,MY,4.4148,114.0089,77.14,94,40,4.61,scattered clouds
334,334,Gondanglegi,ID,-7.7479,112.0132,74.98,82,38,15.23,scattered clouds
335,335,Kurilsk,RU,45.2333,147.8833,54.41,87,99,10.65,overcast clouds
336,336,Ludvika,SE,60.1496,15.1878,75.33,47,6,5.08,clear sky
337,337,Aykhal,RU,66.0,111.5,50.58,61,100,4.99,overcast clouds
338,338,Kholm-Zhirkovskiy,RU,55.5189,33.4731,60.66,64,98,12.37,overcast clouds
339,339,Ferme-Neuve,CA,46.7001,-75.4493,62.38,99,100,5.79,overcast clouds
340,340,Sinnamary,GF,5.3833,-52.95,84.63,70,97,9.64,overcast clouds
341,341,Lorengau,PG,-2.0226,147.2712,79.83,81,25,6.51,scattered clouds
342,342,Plettenberg Bay,ZA,-34.0527,23.3716,61.93,59,5,6.46,clear sky
343,343,Ribeira Brava,PT,32.65,-17.0667,81.12,77,19,2.21,few clouds
344,344,Sembakung,ID,3.8167,117.25,78.73,99,100,2.04,overcast clouds
345,345,Punakha,BT,27.5837,89.8598,71.55,97,94,0.96,overcast clouds
346,346,Tahe,CN,52.3333,124.7333,47.12,91,87,2.06,overcast clouds
347,347,Palmer,US,42.1584,-72.3287,80.44,61,20,1.99,few clouds
348,348,Auxerre,FR,47.8,3.5667,87.3,30,30,6.53,scattered clouds
349,349,Bilibino,RU,68.0546,166.4372,27.28,91,99,5.7,overcast clouds
350,350,Caravelas,BR,-17.7125,-39.2481,76.33,73,80,6.78,broken clouds
351,351,Jijiang,CN,29.2906,106.2542,77.59,83,82,3.78,light rain
352,352,Yar-Sale,RU,66.8333,70.8333,43.09,62,83,9.91,broken clouds
353,353,Kawalu,ID,-7.3817,108.2082,69.69,97,57,1.14,broken clouds
354,354,Provideniya,RU,64.3833,-173.3,40.14,87,100,8.79,overcast clouds
355,355,Wattegama,LK,6.7989,81.4808,81.86,63,62,7.56,broken clouds
356,356,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,73,100,16.64,overcast clouds
357,357,Awbari,LY,26.5921,12.7805,96.19,22,0,10.94,clear sky
358,358,Los Llanos De Aridane,ES,28.6585,-17.9182,76.75,69,75,10.36,broken clouds
359,359,Dossor,KZ,47.5272,52.9811,63.23,23,3,7.27,clear sky
360,360,Vila Velha,BR,-20.3297,-40.2925,76.95,69,90,8.05,overcast clouds
361,361,Ngunguru,NZ,-35.6167,174.5,51.17,72,46,12.66,scattered clouds
362,362,Banjar,ID,-8.19,114.9675,80.46,82,35,7.49,scattered clouds
363,363,Komsomolskiy,UZ,40.4272,71.7189,81.32,21,0,6.91,clear sky
364,364,Arman,RU,59.7,150.1667,39.38,58,0,6.93,clear sky
365,365,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,69.96,43,59,17.94,broken clouds
366,366,Mangrol,IN,21.1167,70.1167,79.03,94,100,22.32,heavy intensity rain
367,367,Camana,PE,-16.6228,-72.7111,63.19,79,85,14.0,overcast clouds
368,368,Margate,GB,51.3813,1.3862,82.89,72,100,13.53,overcast clouds
369,369,Beringovskiy,RU,63.05,179.3167,43.52,86,58,6.96,light rain
370,370,Valparaiso,CL,-33.0393,-71.6273,64.63,42,0,12.66,clear sky
371,371,Garowe,SO,8.4054,48.4845,88.97,37,99,22.08,overcast clouds
372,372,Pringsewu,ID,-5.3582,104.9744,74.62,91,51,6.2,broken clouds
373,373,Mujiayingzi,CN,42.1167,118.7833,59.0,64,12,2.48,few clouds
374,374,Itarema,BR,-2.9248,-39.9167,84.22,62,62,16.55,broken clouds
375,375,Condoto,CO,5.0935,-76.6497,75.51,96,98,0.47,overcast clouds
376,376,Acajutla,SV,13.5928,-89.8275,84.79,84,97,5.7,light rain
377,377,Abu Kamal,SY,34.4506,40.9171,95.68,19,0,10.49,clear sky
378,378,Shihezi,CN,44.3,86.0333,86.41,14,2,7.63,clear sky
379,379,Burgos,ES,42.3394,-3.7079,75.61,38,20,16.11,few clouds
380,380,Isangel,VU,-19.55,169.2667,69.13,65,96,16.67,overcast clouds
381,381,Xining,CN,36.6167,101.7667,51.33,76,4,4.34,clear sky
382,382,Ouesso,CG,1.6136,16.0517,88.12,49,45,1.03,scattered clouds
383,383,Chicama,PE,-7.8447,-79.1469,59.54,73,65,6.31,broken clouds
384,384,Lagoa,PT,39.05,-27.9833,71.22,87,61,14.05,broken clouds
385,385,Puerto Leguizamo,CO,-0.1934,-74.7819,83.46,63,97,1.63,overcast clouds
386,386,Gladstone,AU,-23.85,151.25,59.97,79,0,10.47,light rain
387,387,Yulara,AU,-25.2406,130.9889,60.64,17,0,9.22,clear sky
388,388,Alofi,NU,-19.0595,-169.9187,73.29,100,2,3.44,clear sky
389,389,Concepcion Del Oro,MX,24.6333,-101.4167,63.91,53,97,5.68,overcast clouds
390,390,Praya,CV,14.9215,-23.5087,86.54,58,40,13.8,scattered clouds
391,391,Touros,BR,-5.1989,-35.4608,88.7,59,67,18.1,broken clouds
392,392,Oga,IT,46.4631,10.347,65.08,71,98,6.22,overcast clouds
393,393,Sovetskaya,RU,44.7769,41.1722,64.94,55,0,11.59,clear sky
394,394,Mungaa,TZ,-4.9667,34.8833,78.31,29,65,8.88,broken clouds
395,395,Careiro Da Varzea,BR,-3.2003,-59.8119,92.01,45,67,2.93,broken clouds
396,396,Baykit,RU,61.67,96.37,51.13,83,99,4.12,overcast clouds
397,397,Burnie,AU,-41.0667,145.9167,55.02,74,33,16.35,scattered clouds
398,398,Wanning,CN,18.8003,110.3967,80.29,86,10,4.14,clear sky
399,399,Tiarei,PF,-17.5333,-149.3333,73.42,75,23,14.52,few clouds
400,400,Shingu,JP,33.7333,135.9833,76.91,95,100,2.17,overcast clouds
401,401,Nagato,JP,34.3833,131.2,76.91,89,8,6.42,clear sky
402,402,Teya,RU,60.3778,92.6267,47.59,82,54,3.74,broken clouds
403,403,Paka,MY,4.6374,103.4368,80.53,83,100,0.0,overcast clouds
404,404,Rio Grande,BR,-32.035,-52.0986,64.51,96,100,17.74,light rain
405,405,Dhidhdhoo,MV,6.8833,73.1,82.72,71,37,9.57,scattered clouds
406,406,Muli,MV,2.9167,73.5667,83.08,65,85,5.95,overcast clouds
407,407,Samarinda,ID,-0.5,117.15,74.39,95,100,4.03,overcast clouds
408,408,Hikari,JP,33.955,131.95,78.78,82,87,4.25,overcast clouds
409,409,Poggibonsi,IT,43.4724,11.1456,87.85,22,2,5.01,clear sky
410,410,Bulgan,MN,48.8125,103.5347,39.24,92,87,2.82,overcast clouds
411,411,Arroyo,ES,41.6096,-4.7969,77.72,50,0,12.66,clear sky
412,412,Kazanskoye,RU,55.6448,69.235,48.24,40,62,8.03,broken clouds
413,413,Mariinskiy Posad,RU,56.115,47.718,54.54,87,95,12.03,overcast clouds
414,414,Kerman,IR,30.2832,57.0788,82.26,12,0,11.5,clear sky
415,415,Kirakira,SB,-10.4544,161.9205,77.14,87,34,12.08,scattered clouds
416,416,Sisimiut,GL,66.9395,-53.6735,41.97,63,100,4.81,overcast clouds
417,417,Kapoeta,SS,4.7717,33.5903,80.89,59,97,8.48,overcast clouds
418,418,Clyde River,CA,70.4692,-68.5914,33.66,55,88,23.09,overcast clouds
419,419,Lodja,CD,-3.4833,23.4333,90.16,41,75,3.22,broken clouds
420,420,Jinchang,CN,38.4953,102.1739,70.65,25,39,9.75,scattered clouds
421,421,Revelganj,IN,25.7833,84.6667,80.51,76,74,5.77,broken clouds
422,422,Macatbong,PH,15.5056,121.0808,76.48,96,100,5.73,heavy intensity rain
423,423,Moyale,KE,3.5167,39.0584,80.82,37,93,15.5,overcast clouds
424,424,Madridejos,ES,39.4682,-3.532,79.84,23,11,15.21,few clouds
425,425,Zhongshu,CN,24.5167,103.7667,60.28,96,10,4.0,clear sky
426,426,Puerto Carreno,CO,6.189,-67.4859,77.63,86,100,1.39,overcast clouds
427,427,Itupiranga,BR,-5.1347,-49.3267,91.72,43,11,2.91,few clouds
428,428,Hamilton,US,39.1834,-84.5333,75.2,82,75,1.99,broken clouds
429,429,La Rioja,ES,42.25,-2.5,80.49,35,97,4.97,overcast clouds
430,430,Half Moon Bay,US,37.4636,-122.4286,71.17,84,20,9.22,few clouds
431,431,Launceston,AU,-41.45,147.1667,53.62,87,75,4.0,broken clouds
432,432,Teknaf,BD,20.8624,92.3058,80.98,84,97,2.95,overcast clouds
433,433,Seymchan,RU,62.8833,152.4333,30.7,82,91,6.06,overcast clouds
434,434,Port Hedland,AU,-20.3167,118.5667,62.65,63,36,8.05,scattered clouds
435,435,Jiuquan,CN,39.7432,98.5174,74.25,15,0,12.44,clear sky
436,436,Upata,VE,8.0086,-62.3989,83.41,61,100,7.81,overcast clouds
437,437,Porto Novo,BJ,6.4965,2.6036,84.02,60,65,11.12,broken clouds
438,438,Bealanana,MG,-14.55,48.7333,62.37,76,69,6.11,broken clouds
439,439,Sioux Lookout,CA,50.1001,-91.917,59.07,77,75,11.5,broken clouds
440,440,Tula,RU,54.2044,37.6111,60.62,54,98,11.56,overcast clouds
441,441,Montrose,US,38.4166,-108.2673,67.37,18,6,1.01,clear sky
442,442,Toumodi,CI,6.5613,-5.0158,89.98,53,89,3.6,overcast clouds
443,443,Galesong,ID,-5.3166,119.3661,77.02,69,55,8.84,broken clouds
444,444,Yambio,SS,4.5721,28.3955,76.55,80,100,6.55,light rain
445,445,Korla,CN,41.7597,86.1469,82.13,19,0,4.09,clear sky
446,446,Wilmington,US,34.2257,-77.9447,85.95,77,75,6.91,broken clouds
447,447,Strezhevoy,RU,60.7333,77.5889,40.98,65,100,4.25,overcast clouds
448,448,Fukue,JP,32.6881,128.8419,75.87,70,70,8.05,broken clouds
449,449,Hargeysa,SO,9.56,44.065,75.18,60,97,17.52,light rain
450,450,Esso,RU,55.9333,158.7,42.66,94,100,4.29,light rain
451,451,Chippewa Falls,US,44.9369,-91.3929,65.34,75,20,13.8,few clouds
452,452,Hermosillo,MX,29.0667,-110.9667,80.51,69,40,7.0,scattered clouds
453,453,Bayan,CN,46.0833,127.4,58.32,86,88,3.91,overcast clouds
454,454,Kavaratti,IN,10.5669,72.642,81.84,81,60,13.35,broken clouds
455,455,Richards Bay,ZA,-28.783,32.0377,65.97,71,11,9.01,few clouds
456,456,Znamenskoye,RU,57.1281,73.8282,44.33,83,93,3.22,overcast clouds
457,457,Alcala De Henares,ES,40.4821,-3.36,82.53,37,0,14.97,clear sky
458,458,Trelew,AR,-43.249,-65.3051,53.87,94,75,4.61,broken clouds
459,459,Muisne,EC,0.6,-80.0333,80.71,91,100,10.04,light rain
460,460,Codrington,AU,-38.2667,141.9667,53.89,63,98,17.07,overcast clouds
461,461,Usakos,,-22.0,15.6,90.37,8,0,14.29,clear sky
462,462,Szczecinek,PL,53.7079,16.6994,73.89,43,10,6.6,clear sky
463,463,Yashkul,RU,46.1711,45.3435,67.8,26,0,3.98,clear sky
464,464,Te Anau,NZ,-45.4167,167.7167,42.35,97,100,6.02,overcast clouds
465,465,Pleasant Point,NZ,-44.2667,171.1333,38.1,65,98,7.76,overcast clouds
466,466,Nauen,DE,52.607,12.8737,79.84,42,35,6.17,scattered clouds
467,467,San Martin,AR,-33.081,-68.4681,57.74,24,0,4.68,clear sky
468,468,Praia,CV,14.9215,-23.5087,86.54,58,40,13.8,scattered clouds
469,469,Mocajuba,BR,-2.5842,-49.5072,92.88,46,28,5.3,scattered clouds
470,470,Pascagoula,US,30.3658,-88.5561,78.85,94,75,0.0,light rain
471,471,Salo,IT,45.6086,10.531,82.96,37,12,3.44,few clouds
472,472,Semiletka,RU,55.3603,54.6153,49.42,88,100,10.36,overcast clouds
473,473,Longyan,CN,25.1072,117.0225,74.41,95,100,1.39,light rain
474,474,Walvis Bay,,-22.9575,14.5053,62.1,67,0,6.91,clear sky
475,475,Sechura,PE,-5.5569,-80.8222,69.6,67,89,7.09,overcast clouds
476,476,Khandyga,RU,62.6667,135.6,43.03,42,5,10.04,clear sky
477,477,Blagoyevo,RU,63.3667,47.9167,47.19,97,100,9.35,overcast clouds
478,478,Bodaybo,RU,57.8506,114.1933,43.66,98,100,1.28,overcast clouds
479,479,Talas,TR,38.6908,35.5538,77.67,27,20,6.91,few clouds
480,480,Yola,NG,9.2,12.4833,91.31,47,86,0.6,overcast clouds
481,481,Micheweni,TZ,-4.9667,39.8333,77.9,77,10,11.25,clear sky
482,482,Albion,US,42.2431,-84.753,73.18,59,1,13.8,clear sky
483,483,Port Augusta,AU,-32.5,137.7667,62.74,30,2,8.66,clear sky
484,484,Saveh,IR,35.0213,50.3566,88.92,16,0,13.2,clear sky
485,485,Texas City,US,29.3838,-94.9027,86.2,70,1,3.0,clear sky
486,486,Anahuac,MX,27.2333,-100.15,83.7,58,0,5.44,clear sky
487,487,Chara,RU,56.9064,118.2631,45.57,89,99,0.87,overcast clouds
488,488,San Quintin,MX,30.4833,-115.95,71.02,84,13,7.31,few clouds
489,489,Phangnga,TH,8.4509,98.5298,80.64,89,100,7.09,light rain
490,490,Pemba,MZ,-12.974,40.5178,79.5,78,20,8.05,few clouds
491,491,Barcelos,PT,41.5388,-8.6151,75.85,65,95,8.57,overcast clouds
492,492,Tucuman,AR,-26.8241,-65.2226,60.8,44,90,6.91,overcast clouds
493,493,Soeng Sang,TH,14.4264,102.4606,74.12,93,100,2.91,overcast clouds
494,494,Kanth,IN,29.0667,78.6333,81.45,75,6,6.38,clear sky
495,495,Amapa,BR,1.0,-52.0,92.32,42,94,3.67,overcast clouds
496,496,Bara,NG,10.3744,10.7288,87.73,54,28,6.8,scattered clouds
497,497,San Patricio,US,28.017,-97.5169,87.66,55,97,7.81,overcast clouds
498,498,Honolulu,US,21.3069,-157.8583,76.82,75,20,1.01,few clouds
499,499,Tuatapere,NZ,-46.1333,167.6833,45.82,93,100,9.8,light rain
500,500,Mahajanga,MG,-15.7167,46.3167,77.02,69,20,5.75,few clouds
501,501,Vitoria Da Conquista,BR,-14.8661,-40.8394,81.75,33,9,8.79,clear sky
502,502,Two Rivers,US,44.1539,-87.5693,66.69,72,1,1.01,clear sky
503,503,Bogotol,RU,56.2078,89.5342,56.82,65,100,9.01,overcast clouds
504,504,Griffith,US,41.5284,-87.4237,74.05,57,1,1.99,clear sky
505,505,Ahuimanu,US,21.4447,-157.8378,76.71,76,20,6.91,few clouds
506,506,Bindura,ZW,-17.3019,31.3306,79.02,19,1,9.89,clear sky
507,507,Independencia,BR,-5.3964,-40.3086,93.79,28,20,7.92,few clouds
508,508,Auki,SB,-8.7676,160.7034,75.85,89,90,5.17,overcast clouds
509,509,Aksu,CN,41.1231,80.2644,82.71,18,0,4.97,clear sky
510,510,Fakel,RU,57.6325,53.0252,47.95,94,98,9.73,overcast clouds
511,511,Imeni Poliny Osipenko,RU,52.4201,136.4853,57.16,89,78,1.39,broken clouds
512,512,Alice Springs,AU,-23.7,133.8833,51.35,32,0,0.0,clear sky
513,513,Srednekolymsk,RU,67.45,153.6833,32.04,97,100,18.59,light snow
514,514,Smolenka,RU,52.1352,113.4974,41.07,100,75,2.24,light intensity shower rain
515,515,Rio De Jesus,PA,7.9844,-81.1631,81.7,78,46,3.98,scattered clouds
516,516,Ciudad Bolivar,VE,8.1222,-63.5497,87.71,56,100,9.44,overcast clouds
517,517,Cabra,ES,37.4725,-4.4421,87.24,42,7,12.64,clear sky
518,518,Skjervoy,NO,70.0311,20.9714,50.0,91,100,23.76,light rain
519,519,Redlands,US,34.0556,-117.1825,96.42,53,0,0.92,clear sky
520,520,Bondo,CD,3.8146,23.6866,88.99,44,54,2.62,broken clouds
521,521,Barmer,IN,25.75,71.3833,94.46,46,68,7.14,broken clouds
522,522,Lasa,IT,46.6166,10.7002,75.11,73,91,4.7,overcast clouds
523,523,South River,US,40.4465,-74.386,82.26,72,41,4.0,scattered clouds
524,524,Vryburg,ZA,-26.9566,24.7284,78.53,15,0,8.95,clear sky
525,525,Obidos,BR,-1.9175,-55.5181,94.89,41,99,4.18,overcast clouds
526,526,Tulum,MX,20.2167,-87.4667,87.85,84,99,7.58,overcast clouds
527,527,Sayyan,YE,15.1718,44.3244,73.45,29,92,4.43,overcast clouds
528,528,Alekseyevsk,RU,57.8406,108.3492,45.84,75,96,2.8,overcast clouds
529,529,Nome,US,64.5011,-165.4064,42.87,87,90,5.75,overcast clouds
530,530,Bodo,NO,67.28,14.405,51.84,81,75,24.16,broken clouds
531,531,Kemijarvi,FI,66.7131,27.4306,51.1,89,53,9.8,light rain
532,532,Roald,NO,62.5833,6.1333,64.11,94,75,17.27,light rain
533,533,Kloulklubed,PW,7.0419,134.2556,81.1,76,99,16.24,overcast clouds
534,534,Lokosovo,RU,61.1333,74.8167,42.64,71,60,2.1,broken clouds
535,535,Hokitika,NZ,-42.7167,170.9667,47.21,77,100,6.55,overcast clouds
536,536,Miramar,US,25.9873,-80.2323,91.02,63,1,0.0,clear sky
537,537,Malm,NO,64.0721,11.2172,55.18,84,97,7.36,light rain
538,538,Maniitsoq,GL,65.4167,-52.9,42.87,78,100,1.9,overcast clouds
539,539,Qeshm,IR,26.9581,56.2719,94.87,70,3,9.33,clear sky
540,540,Ust-Nera,RU,64.5667,143.2,33.55,73,10,5.57,clear sky
541,541,Dudinka,RU,69.4058,86.1778,45.66,88,100,5.12,overcast clouds
542,542,Flin Flon,CA,54.7682,-101.865,60.64,67,20,10.36,few clouds
543,543,Cervo,ES,43.6702,-7.4101,75.2,72,45,13.24,scattered clouds
544,544,Ponta Delgada,PT,37.7333,-25.6667,75.92,69,75,11.5,broken clouds
545,545,Hobyo,SO,5.3505,48.5268,78.33,81,32,26.44,scattered clouds
546,546,Perth,AU,-31.9333,115.8333,67.08,91,75,5.75,broken clouds
547,547,Bubaque,GW,11.2833,-15.8333,80.49,81,31,10.27,scattered clouds
548,548,Nishihara,JP,26.1842,127.7558,81.68,78,20,5.75,few clouds
549,549,Freeport,US,40.6576,-73.5832,81.48,76,1,8.99,clear sky
550,550,Sertolovo,RU,60.1444,30.2017,62.28,91,100,14.0,light rain
551,551,Kamenka,RU,51.3223,42.7678,58.28,48,83,8.84,broken clouds
552,552,Caceres,ES,39.522,-6.3748,77.81,41,89,9.01,overcast clouds
553,553,Tynda,RU,55.1667,124.7167,48.97,96,66,3.04,broken clouds
554,554,Sakaiminato,JP,35.55,133.2333,73.38,94,75,3.44,broken clouds
555,555,Thinadhoo,MV,0.5333,72.9333,83.25,69,87,3.94,overcast clouds
556,556,Enshi,CN,30.3,109.4833,71.49,86,66,0.69,light rain
557,557,Pandan,PH,14.0453,124.1694,79.61,86,100,7.78,overcast clouds
558,558,Manica,FR,49.0,-1.1667,74.61,58,59,6.76,broken clouds
559,559,Lidkoping,SE,58.5052,13.1577,70.32,67,5,13.31,clear sky
560,560,Jaguaruna,BR,-28.615,-49.0256,68.7,84,100,16.17,moderate rain
561,561,Bowen,AU,-20.0167,148.2333,69.64,61,65,22.03,broken clouds
562,562,Saldanha,ZA,-33.0117,17.9442,64.45,74,49,19.77,scattered clouds
563,563,Villarrica,PY,-25.75,-56.4333,66.13,94,100,7.92,heavy intensity rain
564,564,Umm Lajj,SA,25.0213,37.2685,91.09,55,6,20.15,clear sky
565,565,Coquimbo,CL,-29.9533,-71.3436,64.13,48,0,10.36,clear sky
566,566,Zakopane,PL,49.299,19.9489,70.05,61,55,1.01,broken clouds
567,567,Nakhon Thai,TH,17.1006,100.8374,75.72,96,100,1.83,moderate rain
568,568,Mordovo,RU,52.0834,40.77,62.22,39,75,10.96,broken clouds
569,569,Sinop,TR,41.7711,34.8709,64.83,74,9,6.17,clear sky
570,570,Prigorodnyy,RU,51.7661,55.2665,60.96,41,75,8.95,broken clouds
571,571,Taltal,CL,-25.4,-70.4833,63.68,58,0,7.09,clear sky
572,572,Boffa,GN,10.1667,-14.0333,84.18,73,52,8.23,broken clouds
573,573,Peleduy,RU,59.6289,112.7406,44.55,98,100,1.45,overcast clouds
574,574,Thunder Bay,CA,48.4001,-89.3168,62.56,67,75,18.41,broken clouds
575,575,Necochea,AR,-38.5473,-58.7368,53.13,90,100,22.06,light rain
576,576,Zakamensk,RU,50.3741,103.2863,38.91,95,98,2.01,overcast clouds
577,577,Dongsheng,CN,39.8161,109.9776,71.31,20,78,16.4,broken clouds
578,578,Rio De Janeiro,BR,-22.9028,-43.2075,85.95,61,0,10.36,clear sky
579,579,Bosaso,SO,11.2842,49.1816,92.32,53,100,1.79,overcast clouds
580,580,Vila Franca Do Campo,PT,37.7167,-25.4333,75.61,65,99,5.28,overcast clouds
581,581,Booue,GA,-0.0921,11.9385,86.16,57,92,3.06,overcast clouds
582,582,Mantua,IT,45.1667,10.7833,84.52,38,6,5.01,clear sky
583,583,The Valley,AI,18.217,-63.0578,89.46,66,20,9.22,few clouds
584,584,Caucaia,BR,-3.7361,-38.6531,87.75,73,20,20.71,few clouds
585,585,Shubarshi,KZ,48.5872,57.1869,57.15,28,0,7.81,clear sky
586,586,Atbasar,KZ,51.8,68.3333,50.47,49,25,7.58,scattered clouds
587,587,Trairi,BR,-3.2778,-39.2689,86.34,58,60,15.95,broken clouds
588,588,Port Macquarie,AU,-31.4333,152.9167,46.36,100,40,0.0,scattered clouds
589,589,Saint Joseph,US,39.7686,-94.8466,73.87,71,0,11.32,clear sky
590,590,Jati,PK,24.3539,68.2671,86.97,65,100,14.58,moderate rain
591,591,Oranjemund,,-28.55,16.4333,66.76,42,0,20.85,clear sky
592,592,Soyo,AO,-6.1349,12.3689,78.12,75,24,9.95,few clouds
593,593,Jalingo,NG,8.8833,11.3667,88.88,55,63,4.21,broken clouds
594,594,Kiomboi,TZ,-4.2667,34.3667,78.21,31,88,5.28,overcast clouds
595,595,Mehamn,NO,71.0357,27.8492,42.71,70,75,17.27,broken clouds
596,596,Fort Nelson,CA,58.8053,-122.7002,49.59,87,90,2.3,overcast clouds
597,597,Athabasca,CA,54.7169,-113.2854,56.89,57,6,8.14,clear sky
598,598,Makhachkala,RU,42.9764,47.5024,60.78,74,100,14.12,overcast clouds
599,599,Canakkale,TR,40.0833,26.8333,72.21,53,74,21.3,broken clouds
600,600,Nizwa,OM,22.9333,57.5333,98.92,19,92,1.07,overcast clouds
601,601,Lazaro Cardenas,MX,17.9583,-102.2,79.54,81,90,4.36,overcast clouds
602,602,Ayabaca,PE,-4.6398,-79.7149,62.58,47,35,4.18,scattered clouds
603,603,Paamiut,GL,61.994,-49.6678,43.59,90,49,5.23,scattered clouds
604,604,Chiredzi,ZW,-21.05,31.6667,72.23,59,53,13.96,broken clouds
605,605,Nouadhibou,MR,20.931,-17.0347,72.1,87,0,13.02,clear sky
606,606,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,5.75,scattered clouds
607,607,Katsuura,JP,35.1333,140.3,69.91,81,95,15.55,overcast clouds
608,608,Hervey Bay,AU,-25.2986,152.8535,57.04,76,2,11.52,clear sky
609,609,Sokolovo,RU,52.5318,84.7896,68.05,44,30,9.89,scattered clouds
610,610,Rancho Palos Verdes,US,33.7445,-118.387,75.94,94,75,1.99,mist
611,611,Taoudenni,ML,22.6783,-3.9836,115.83,6,4,20.78,clear sky
612,612,Usinsk,RU,65.9939,57.5281,39.4,86,99,13.47,overcast clouds
613,613,Katangli,RU,51.7102,143.2326,58.21,91,100,8.63,moderate rain
614,614,Maralal,KE,1.0968,36.698,71.94,48,80,6.6,broken clouds
615,615,Daru,PG,-9.0763,143.2092,76.42,82,99,22.7,overcast clouds
616,616,Sabha,LY,27.0377,14.4283,95.02,25,7,11.52,clear sky
617,617,San Juan,AR,-31.5375,-68.5364,57.49,22,0,4.03,clear sky
618,618,Sarangani,PH,5.4033,125.4636,83.57,73,100,14.76,overcast clouds
619,619,Newport,GB,51.5877,-2.9984,84.16,66,100,9.69,overcast clouds
620,620,Miyako,JP,39.6367,141.9525,65.16,94,79,8.9,broken clouds
621,621,Rocha,UY,-34.4833,-54.3333,56.34,97,100,20.4,light rain
622,622,Colac,AU,-38.3333,143.5833,55.62,72,70,10.38,broken clouds
623,623,Nago,JP,26.5881,127.9761,82.56,80,15,5.23,few clouds
624,624,Fez,MA,34.0372,-4.9998,91.65,40,40,10.36,scattered clouds
625,625,Kankon,IN,15.0167,74.0167,78.28,89,47,13.65,scattered clouds
626,626,Mao,ES,39.8885,4.2658,82.96,65,0,12.66,clear sky
627,627,Mandurah,AU,-32.55,115.7,67.21,91,90,8.52,overcast clouds
628,628,Kasane,BW,-17.8167,25.15,93.29,14,0,9.22,clear sky
629,629,Camacha,PT,33.0833,-16.3333,76.42,69,20,10.36,few clouds
630,630,Ozernovskiy,RU,51.5,156.5167,52.54,93,53,9.06,broken clouds
631,631,Abu Dhabi,AE,24.4667,54.3667,95.11,59,80,6.91,broken clouds
632,632,Coromandel,BR,-18.4733,-47.2003,89.64,23,0,10.4,clear sky
633,633,Canto Do Buriti,BR,-8.11,-42.9444,93.87,27,46,7.76,scattered clouds
634,634,Ambon,ID,-3.6954,128.1814,77.14,94,75,6.91,moderate rain
635,635,Kantabanji,IN,20.4833,82.9167,78.3,83,91,4.12,overcast clouds
636,636,Narsaq,GL,60.9167,-46.05,50.22,57,93,3.36,overcast clouds
637,637,Ulladulla,AU,-35.35,150.4667,49.28,84,0,5.88,clear sky
638,638,Bac Lieu,VN,9.285,105.7244,79.57,84,66,12.41,broken clouds
639,639,Buenos Aires,AR,-34.6132,-58.3772,59.99,100,90,11.5,light intensity drizzle
640,640,Piranshahr,IR,36.701,45.1413,77.68,34,1,4.38,clear sky
641,641,Banepa,NP,27.6298,85.5214,70.12,94,40,2.3,scattered clouds
642,642,Bardiyah,LY,31.7561,25.0865,80.26,65,7,13.09,clear sky
643,643,Morant Bay,JM,17.8815,-76.4093,91.02,71,14,12.3,few clouds
644,644,Ardabil,IR,38.2498,48.2933,53.15,100,75,19.57,fog
645,645,Grindavik,IS,63.8424,-22.4338,50.47,87,75,20.71,broken clouds
646,646,Natal,BR,-5.795,-35.2094,88.45,58,40,19.57,scattered clouds
647,647,Muscat,OM,23.6139,58.5922,89.62,60,99,8.28,overcast clouds
648,648,Tutoia,BR,-2.7619,-42.2744,87.78,53,18,15.79,few clouds
649,649,Saint-Augustin,CA,51.226,-58.6502,62.46,66,82,12.64,broken clouds
650,650,Cururupu,BR,-1.8283,-44.8683,87.69,56,52,9.89,broken clouds
651,651,Padang,ID,-0.9492,100.3543,75.25,91,100,3.6,overcast clouds
652,652,Marzuq,YE,14.4,46.4667,81.32,47,92,9.53,overcast clouds
653,653,Fujinomiya,JP,35.2167,138.6167,73.99,89,97,1.74,overcast clouds
654,654,Dzhebariki-Khaya,RU,62.2167,135.8,39.92,50,6,6.42,clear sky
655,655,Ginir,ET,7.1333,40.7,68.04,61,83,12.15,broken clouds
656,656,Tatawin,TN,32.9297,10.4518,92.28,26,2,4.68,clear sky
657,657,Hecelchakan,MX,20.1667,-90.1333,78.08,59,84,5.26,broken clouds
658,658,Hohen Neuendorf,DE,52.6667,13.2833,78.8,49,13,1.01,few clouds
659,659,Sobolevo,RU,54.4299,31.8996,62.46,59,59,9.48,broken clouds
